"price","make","kms","fuel","seller","tx","owner","mileage","esize","power"
400,"Hyundai",128,"Petrol","Individual","Manual","First ",18.9,1197,82
350,"Hyundai",20,"Petrol","Individual","Manual","First ",21.1,814,55.2
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
730,"Hyundai",37.333,"Petrol","Individual","Manual","First ",18.6,1197,81.83
700,"Hyundai",82,"Diesel","Individual","Manual","First ",24.8,1396,88.7
620,"Hyundai",110,"Diesel","Individual","Manual","First ",22.54,1396,88.73
190,"Hyundai",100,"Petrol","Individual","Manual","First ",21.1,814,55.2
380,"Hyundai",25,"Petrol","Individual","Manual","First ",21.1,814,55.2
595,"Hyundai",30.03,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
525,"Hyundai",29.029,"Petrol","Dealer","Manual","First ",19.1,1197,82
415,"Hyundai",82.082,"Diesel","Dealer","Manual","First ",22.54,1396,88.73
1150,"Hyundai",49,"Diesel","Individual","Automatic","First ",22,1582,126.2
590,"Hyundai",16.5,"Petrol","Individual","Manual","First ",18.6,1197,81.83
335,"Hyundai",17,"Petrol","Individual","Manual","First ",21.1,814,55.2
200,"Hyundai",70,"Petrol","Individual","Manual","First ",21.1,814,55.2
350,"Hyundai",100,"Diesel","Individual","Manual","First ",24,1120,70
600,"Hyundai",108,"Diesel","Individual","Manual","First ",21.19,1396,88.73
150,"Hyundai",77,"Petrol","Individual","Manual","First ",17.92,1086,62.1
475,"Hyundai",80,"Diesel","Individual","Manual","First ",22.32,1582,126.32
190,"Hyundai",70,"Petrol","Individual","Manual","First ",21.1,814,55.2
550,"Hyundai",60,"Diesel","Individual","Manual","First ",22.54,1396,88.73
290,"Hyundai",40,"Petrol","Individual","Manual","First ",18.5,1197,82.85
600,"Hyundai",15,"Petrol","Individual","Manual","First ",17.19,1197,81.86
590,"Hyundai",10,"Petrol","Individual","Manual","First ",18.6,1197,81.86
310,"Hyundai",25,"Petrol","Individual","Manual","First ",21.1,814,55.2
615,"Hyundai",72,"Diesel","Individual","Manual","First ",22.54,1396,88.73
1100,"Hyundai",70,"Diesel","Individual","Manual","First ",19.67,1582,126.2
450,"Hyundai",60,"Petrol","Individual","Manual","First ",18.6,1197,81.83
900,"Hyundai",98,"Diesel","Individual","Manual","First ",19.67,1582,126.2
525,"Hyundai",30,"Petrol","Individual","Manual","First ",18.9,1197,81.86
425,"Hyundai",25,"Petrol","Individual","Manual","First ",18.6,1197,81.83
850,"Hyundai",120,"Diesel","Individual","Automatic","First ",19.08,1582,126.2
850,"Hyundai",120,"Diesel","Individual","Manual","First ",23.9,1582,126.32
160,"Hyundai",60,"Petrol","Individual","Manual","First ",19.81,1086,68.05
375,"Hyundai",30,"Petrol","Individual","Manual","First ",19.1,1197,82
650,"Hyundai",35,"Petrol","Individual","Manual","First ",18.6,1197,81.83
1200,"Hyundai",25,"Diesel","Individual","Manual","First ",19.67,1582,126.2
550,"Hyundai",23.456,"Petrol","Dealer","Manual","First ",18.9,1197,82
1300,"Hyundai",40,"Diesel","Individual","Manual","First ",19.67,1582,126.2
1405,"Hyundai",15,"Petrol","Individual","Manual","First ",15.8,1591,121.3
575,"Hyundai",19,"Petrol","Individual","Manual","First ",18.6,1197,81.83
875,"Hyundai",42,"Petrol","Individual","Manual","First ",15.29,1591,121.3
900,"Hyundai",90,"Petrol","Individual","Manual","First ",15.29,1591,121.3
850,"Hyundai",50,"Diesel","Individual","Manual","First ",22.54,1396,88.73
1200,"Hyundai",27,"Petrol","Individual","Manual","First ",15.8,1591,121.3
1000,"Hyundai",10,"Petrol","Individual","Manual","First ",17,1591,121.3
250,"Hyundai",60,"Petrol","Individual","Manual","First ",17,1197,80
458,"Hyundai",30,"Petrol","Individual","Manual","First ",20.3,1086,68
350,"Hyundai",25,"Petrol","Individual","Manual","First ",20.36,1197,78.9
600,"Hyundai",35,"Petrol","Individual","Manual","First ",18.6,1197,81.83
500,"Hyundai",70,"Petrol","Individual","Manual","First ",18.6,1197,81.83
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
1100,"Hyundai",94,"Diesel","Individual","Manual","First ",19.67,1582,126.2
350,"Hyundai",80,"Petrol","Individual","Manual","First ",17.92,1086,62.1
600,"Hyundai",5,"Petrol","Individual","Manual","First ",18.9,1197,81.86
120,"Hyundai",120,"Petrol","Individual","Manual","First ",17.8,1086,63
267,"Hyundai",40,"Petrol","Individual","Manual","First ",20.36,1197,78.9
600,"Hyundai",25,"Petrol","Individual","Manual","First ",17.19,1197,81.86
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
710,"Hyundai",40,"Diesel","Individual","Manual","First ",24.8,1396,88.7
550,"Hyundai",10,"Petrol","Individual","Automatic","First ",18.9,1197,81.86
425,"Hyundai",101,"Diesel","Dealer","Manual","First ",21.9,1396,88.76
700,"Hyundai",117,"Diesel","Dealer","Manual","First ",22.32,1582,126.32
675,"Hyundai",5,"Petrol","Individual","Manual","First ",18.6,1197,81.83
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
671,"Hyundai",20,"Petrol","Individual","Automatic","First ",18.6,1368,98.63
565,"Hyundai",10,"Petrol","Individual","Automatic","First ",20.3,1086,68
575,"Hyundai",60,"Diesel","Individual","Manual","First ",22.54,1396,88.73
755,"Hyundai",29.34,"Diesel","Individual","Manual","First ",22.32,1582,126.32
700,"Hyundai",40,"Diesel","Individual","Manual","First ",22.54,1396,88.73
170,"Hyundai",40,"Petrol","Individual","Manual","First ",21.1,814,55.2
300,"Hyundai",49,"Petrol","Individual","Manual","First ",18.5,1197,80
520,"Hyundai",29,"Petrol","Individual","Manual","First ",18.6,1197,81.83
570,"Hyundai",20,"Petrol","Individual","Manual","First ",18.9,1197,81.86
300,"Hyundai",40.8,"Petrol","Individual","Manual","First ",21.1,814,55.2
425,"Hyundai",50,"Petrol","Individual","Manual","First ",19.81,1086,68.05
480,"Hyundai",56,"Diesel","Individual","Manual","First ",24,1120,70
725,"Hyundai",100,"Diesel","Individual","Manual","First ",21.38,1396,88.7
350,"Hyundai",25,"Petrol","Individual","Manual","First ",20.3,998,68.05
509.999,"Hyundai",5,"Petrol","Individual","Manual","First ",20.3,1086,68
280,"Hyundai",55,"Petrol","Individual","Manual","First ",20.36,1197,78.9
409.999,"Hyundai",78,"Diesel","Dealer","Manual","First ",24,1186,73.97
850,"Hyundai",25,"Petrol","Individual","Manual","First ",17.01,1591,121.3
700,"Hyundai",80,"Diesel","Individual","Manual","First ",22.32,1582,126.32
800,"Hyundai",80,"Diesel","Individual","Manual","First ",21.19,1396,88.73
925,"Hyundai",79,"Diesel","Dealer","Manual","First ",19.67,1582,126.2
550,"Hyundai",57.882,"Petrol","Individual","Manual","First ",18.6,1197,81.83
455,"Hyundai",42.312,"Diesel","Dealer","Manual","First ",24.4,1120,71
1000,"Hyundai",30,"Diesel","Individual","Automatic","First ",22,1582,126.2
500,"Hyundai",5,"Petrol","Individual","Manual","First ",20.3,1086,68
625,"Hyundai",4.337,"Petrol","Dealer","Automatic","First ",18.9,1197,82
785,"Hyundai",9,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
1050,"Hyundai",70,"Diesel","Dealer","Manual","First ",22.32,1582,126.32
805,"Hyundai",49.9,"Petrol","Dealer","Manual","First ",16.3,1797,147.5
484.999,"Hyundai",55.38,"Petrol","Dealer","Manual","First ",18.9,1197,82
750,"Hyundai",30,"Diesel","Individual","Manual","First ",22.54,1396,88.76
240,"Hyundai",80,"Petrol","Individual","Manual","First ",20.36,1197,78.9
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
168,"Hyundai",50,"Petrol","Individual","Automatic","First ",11,2359,165
680,"Hyundai",80,"Diesel","Individual","Manual","First ",22.54,1396,88.73
670,"Hyundai",80,"Diesel","Individual","Manual","First ",22.54,1396,88.73
250,"Hyundai",2.35,"Petrol","Individual","Manual","First ",21.1,814,55.2
800,"Hyundai",35,"Petrol","Individual","Manual","First ",18.6,1197,81.86
400,"Hyundai",100,"Diesel","Individual","Manual","First ",21.27,1396,88.76
550,"Hyundai",23.456,"Petrol","Dealer","Manual","First ",18.9,1197,82
690,"Hyundai",20,"Petrol","Individual","Manual","First ",18.6,1197,81.83
550,"Hyundai",25,"Petrol","Individual","Manual","First ",18.9,1197,82
380,"Hyundai",27.5,"Petrol","Individual","Manual","First ",18.5,1197,82.9
575,"Hyundai",23,"Diesel","Individual","Manual","First ",23.9,1582,126.2
1050,"Hyundai",20,"Diesel","Individual","Manual","First ",22.1,1396,88.7
470,"Hyundai",10,"Petrol","Individual","Manual","First ",18.9,1197,82
340,"Hyundai",120,"Petrol","Individual","Manual","First ",20.3,998,68.05
432,"Hyundai",77,"Diesel","Individual","Manual","First ",22.32,1582,126.32
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
412,"Hyundai",25,"Petrol","Individual","Manual","First ",18.9,1197,82
736,"Hyundai",125,"Diesel","Individual","Automatic","First ",22.32,1582,126.32
350,"Hyundai",116.5,"Diesel","Individual","Manual","First ",23,1396,90
300,"Hyundai",120,"Petrol","Individual","Manual","First ",18.5,1197,82.85
1200,"Hyundai",20,"Diesel","Individual","Automatic","First ",22,1582,126.2
700,"Hyundai",35,"Diesel","Individual","Manual","First ",24,1186,73.97
580,"Hyundai",152,"Diesel","Individual","Manual","First ",21.19,1396,88.73
350,"Hyundai",110,"Diesel","Individual","Manual","First ",23,1396,90
660,"Hyundai",110,"Diesel","Individual","Manual","First ",21.19,1396,88.73
500,"Hyundai",45,"Petrol","Individual","Manual","First ",17.19,1197,81.86
400,"Hyundai",10,"Petrol","Individual","Manual","First ",18.6,1197,81.83
270,"Hyundai",30,"Petrol","Individual","Manual","First ",20.36,1197,78.9
500,"Hyundai",25,"Petrol","Individual","Manual","First ",20.3,1086,68
1125,"Hyundai",3.5,"Petrol","Dealer","Automatic","First ",18.15,998,118.35
260,"Hyundai",60,"Petrol","Individual","Manual","First ",20.36,1197,78.9
300,"Hyundai",40,"Petrol","Individual","Manual","First ",20.36,1197,78.9
250,"Hyundai",25,"Petrol","Individual","Manual","First ",21.1,814,55.2
475,"Hyundai",7.8,"Petrol","Individual","Manual","First ",20.3,1086,68
750,"Hyundai",39,"Petrol","Individual","Manual","First ",17.01,1591,121.3
562,"Hyundai",5,"Petrol","Individual","Manual","First ",18.9,1197,81.86
290,"Hyundai",27,"Petrol","Individual","Manual","First ",20.36,1197,78.9
600,"Hyundai",125,"Diesel","Individual","Manual","First ",22.32,1582,126.32
800,"Hyundai",25,"Petrol","Individual","Automatic","First ",17.4,1197,81.86
795,"Hyundai",35,"Petrol","Individual","Manual","First ",17.01,1591,121.3
735,"Hyundai",25,"Diesel","Individual","Manual","First ",22.54,1396,88.73
720,"Hyundai",80,"Diesel","Individual","Manual","First ",21.19,1396,88.73
750,"Hyundai",15,"Petrol","Individual","Automatic","First ",17.4,1197,81.86
340,"Hyundai",110,"Diesel","Individual","Manual","First ",23,1396,90
425,"Hyundai",23,"Petrol","Dealer","Manual","First ",17,1197,80
291,"Hyundai",37,"Petrol","Dealer","Manual","First ",20.36,1197,78.9
355,"Hyundai",60,"Petrol","Dealer","Manual","First ",17.7,1497,113.42
225,"Hyundai",50,"Petrol","Dealer","Manual","First ",20.36,1197,78.9
434.999,"Hyundai",57,"Petrol","Dealer","Manual","First ",17.7,1497,113.42
440,"Hyundai",62.2,"Petrol","Dealer","Manual","First ",17,1197,80
150,"Hyundai",40,"Petrol","Individual","Manual","First ",21.1,814,55.2
957,"Hyundai",60,"Diesel","Individual","Manual","First ",21.38,1396,88.7
834,"Hyundai",13,"Diesel","Individual","Manual","First ",22.54,1396,88.76
1150,"Hyundai",154,"Diesel","Individual","Manual","First ",19.67,1582,126.2
509.999,"Hyundai",120,"Diesel","Individual","Manual","First ",24.4,1120,71
142,"Hyundai",110,"Petrol","Individual","Manual","First ",20.36,1197,78.9
509.999,"Hyundai",40,"Petrol","Individual","Manual","First ",20.14,1197,81.86
616,"Hyundai",112,"Diesel","Individual","Manual","First ",22.54,1396,88.73
470,"Hyundai",30,"Petrol","Individual","Manual","First ",18.9,1197,81.86
600,"Hyundai",25,"Petrol","Individual","Manual","First ",17.19,1197,81.86
459.999,"Hyundai",70,"Diesel","Individual","Manual","First ",22.32,1582,126.32
750,"Hyundai",43,"Diesel","Dealer","Manual","First ",22.54,1396,88.73
800,"Hyundai",30,"Diesel","Individual","Manual","First ",22.54,1396,88.73
700,"Hyundai",40,"Diesel","Individual","Manual","First ",22.54,1396,88.73
700,"Hyundai",70,"Diesel","Individual","Manual","First ",22.54,1396,88.73
1150,"Hyundai",35,"Diesel","Individual","Manual","First ",22,1582,126.2
375,"Hyundai",40,"Petrol","Individual","Manual","First ",20.36,1197,78.9
300,"Hyundai",45,"Petrol","Individual","Manual","First ",21.1,814,55.2
250,"Hyundai",20,"Petrol","Individual","Manual","First ",21.1,814,55.2
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
229.999,"Hyundai",70,"Petrol","Individual","Manual","First ",21.1,814,55.2
434.999,"Hyundai",19.5,"Petrol","Dealer","Manual","First ",20.3,1086,68.07
495,"Hyundai",30,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
575,"Hyundai",53,"Diesel","Dealer","Manual","First ",22.54,1396,88.73
600,"Hyundai",5,"Petrol","Individual","Manual","First ",20.14,1197,81.86
700,"Hyundai",25,"Petrol","Individual","Manual","First ",17.01,1591,121.4
530,"Hyundai",60,"Diesel","Individual","Manual","First ",25.4,1186,73.97
550,"Hyundai",70,"Petrol","Individual","Manual","First ",18.9,1197,82
425,"Hyundai",15,"Petrol","Individual","Manual","First ",20.3,1086,68
516,"Hyundai",90,"Petrol","Individual","Manual","First ",18.6,1197,81.83
390,"Hyundai",153,"Diesel","Individual","Manual","First ",22.32,1582,126.32
445,"Hyundai",27,"Petrol","Individual","Manual","First ",18.9,1197,81.86
700,"Hyundai",76.46,"Diesel","Individual","Manual","First ",22.32,1582,126.32
310,"Hyundai",25,"Petrol","Individual","Manual","First ",21.1,814,55.2
250,"Hyundai",80,"Petrol","Individual","Manual","First ",21.1,814,55.2
550,"Hyundai",40,"Petrol","Individual","Manual","First ",18.6,1197,81.83
500,"Hyundai",60,"Petrol","Individual","Manual","First ",20.14,1197,81.86
172,"Hyundai",120,"Petrol","Individual","Manual","First ",16.36,1495,93.7
615,"Hyundai",120,"Diesel","Individual","Manual","First ",22.7,1582,126.24
350,"Hyundai",20,"Petrol","Individual","Manual","First ",19.81,1086,68.05
500,"Hyundai",40,"Petrol","Individual","Manual","First ",18.9,1197,82
700,"Hyundai",19,"Petrol","Individual","Manual","First ",18.6,1197,81.86
484.999,"Hyundai",28.8,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
700,"Hyundai",100,"Diesel","Individual","Manual","First ",22.54,1396,88.73
550,"Hyundai",40,"Petrol","Individual","Manual","First ",17.43,1396,105.5
715,"Hyundai",60,"Diesel","Individual","Manual","First ",21.19,1396,88.73
645,"Hyundai",150.36,"Diesel","Individual","Manual","First ",22.32,1582,126.32
250,"Hyundai",42.13,"Petrol","Individual","Manual","First ",21.1,814,55.2
630,"Hyundai",50,"Petrol","Individual","Manual","First ",18.6,1197,81.83
550,"Hyundai",40,"Diesel","Individual","Manual","First ",22.54,1396,88.73
500,"Hyundai",90,"Diesel","Individual","Automatic","First ",19.08,1582,126.32
651,"Hyundai",42.323,"Diesel","Dealer","Manual","First ",21.19,1396,88.76
819.999,"Hyundai",39,"Diesel","Dealer","Manual","First ",19.67,1582,126.2
825,"Hyundai",39,"Diesel","Dealer","Manual","First ",21.38,1396,88.7
340,"Hyundai",30,"Petrol","Individual","Manual","First ",21.1,814,55.2
1237,"Hyundai",46,"Diesel","Individual","Manual","First ",19.67,1582,126.2
666,"Hyundai",13,"Petrol","Individual","Manual","First ",18.6,1197,81.83
240,"Hyundai",70,"Petrol","Individual","Manual","First ",21.1,814,55.2
215,"Hyundai",40,"Petrol","Individual","Manual","First ",21.1,814,55.2
374,"Hyundai",54.043,"Petrol","Dealer","Automatic","First ",18.9,1197,81.86
549,"Hyundai",66.657,"Diesel","Dealer","Automatic","First ",22.32,1582,126.32
455.999,"Hyundai",35.582,"Petrol","Dealer","Manual","First ",18.5,1197,82.85
258,"Hyundai",59.734,"Petrol","Dealer","Automatic","First ",16.95,1197,78.9
262,"Hyundai",56.389,"Petrol","Dealer","Manual","First ",20.36,1197,78.9
272,"Hyundai",40.736,"Petrol","Dealer","Automatic","First ",16.95,1197,78.9
400,"Hyundai",70,"Petrol","Individual","Manual","First ",17.01,1591,121.3
667,"Hyundai",7.5,"Petrol","Individual","Manual","First ",18.6,1197,81.86
900,"Hyundai",110,"Diesel","Individual","Manual","First ",19.67,1582,126.2
800,"Hyundai",25,"Petrol","Individual","Manual","First ",15.29,1591,121.3
780,"Hyundai",35,"Diesel","Individual","Manual","First ",22.54,1396,88.73
650,"Hyundai",60,"Diesel","Individual","Manual","First ",22.54,1396,88.73
524,"Hyundai",32,"Petrol","Individual","Manual","First ",20.14,1197,81.86
1100,"Hyundai",67,"Diesel","Individual","Automatic","First ",17.01,1582,126.2
670,"Hyundai",48,"Diesel","Individual","Manual","First ",22.54,1396,88.73
780,"Hyundai",35,"Diesel","Individual","Manual","First ",22.54,1396,88.73
142,"Hyundai",110,"Petrol","Individual","Manual","First ",20.36,1197,78.9
957,"Hyundai",60,"Diesel","Individual","Manual","First ",21.38,1396,88.7
160,"Hyundai",35,"Petrol","Individual","Manual","First ",19.81,1086,68.05
400,"Hyundai",39.414,"Petrol","Dealer","Manual","First ",18.9,1197,81.86
250,"Hyundai",44.588,"Petrol","Dealer","Manual","First ",21.1,814,55.2
450,"Hyundai",40,"Petrol","Individual","Manual","First ",18.9,1197,82
620,"Hyundai",25,"Petrol","Individual","Manual","First ",18.6,1197,81.83
339,"Hyundai",25,"Petrol","Individual","Manual","First ",20.3,998,68.05
470,"Hyundai",25,"Diesel","Individual","Manual","First ",25.4,1186,73.97
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
1000,"Hyundai",70,"Diesel","Individual","Manual","First ",19.67,1582,126.2
210,"Hyundai",70,"Petrol","Individual","Manual","First ",21.1,814,55.2
270,"Hyundai",26.442,"Petrol","Individual","Manual","First ",20.3,998,68.05
390,"Hyundai",15,"Petrol","Individual","Manual","First ",18.9,1197,82
525,"Hyundai",120,"Diesel","Individual","Manual","First ",22.54,1396,88.73
800,"Hyundai",80,"Diesel","Individual","Manual","First ",23.9,1582,126.2
665,"Hyundai",40.142,"Diesel","Dealer","Manual","First ",24.4,1120,71
721,"Hyundai",9.4,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
685,"Hyundai",4.3,"Petrol","Dealer","Manual","First ",18.6,1197,81.86
570,"Hyundai",28.782,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
700,"Hyundai",28.451,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
225,"Hyundai",35,"Petrol","Individual","Manual","First ",21.1,814,55.2
975,"Hyundai",41,"Diesel","Dealer","Manual","First ",20.5,1582,126.2
550,"Hyundai",76,"Diesel","Dealer","Manual","First ",22.54,1396,88.73
1050,"Hyundai",70,"Diesel","Individual","Manual","First ",21.38,1396,88.7
275,"Hyundai",49.2,"Petrol","Individual","Manual","First ",21.1,814,55.2
370,"Hyundai",60,"Diesel","Individual","Manual","First ",24,1120,70
521,"Hyundai",3.01,"Petrol","Individual","Automatic","First ",20.3,1086,68
540,"Hyundai",4,"Petrol","Individual","Manual","First ",18.9,1197,81.86
509.999,"Hyundai",90,"Petrol","Individual","Manual","First ",20.14,1197,81.86
450,"Hyundai",56,"Petrol","Individual","Manual","First ",18.9,1197,81.86
600,"Hyundai",19,"Petrol","Individual","Manual","First ",17.19,1197,81.86
450,"Hyundai",70,"Petrol","Individual","Manual","First ",18.6,1197,81.83
700,"Hyundai",20,"Petrol","Individual","Manual","First ",17.19,1197,81.86
370,"Hyundai",120,"Petrol","Individual","Manual","First ",18.5,1197,82.85
280,"Hyundai",60,"Petrol","Individual","Manual","First ",21.1,814,55.2
700,"Hyundai",17,"Petrol","Individual","Manual","First ",18.6,1197,81.86
525,"Hyundai",40,"Petrol","Individual","Automatic","First ",18.9,1197,81.86
375,"Hyundai",60,"Petrol","Individual","Manual","First ",18.9,1197,82
625,"Hyundai",90,"Diesel","Individual","Manual","First ",21.19,1396,88.73
299,"Hyundai",33,"Petrol","Individual","Manual","First ",21.1,814,55.2
600,"Hyundai",60,"Diesel","Individual","Manual","First ",22.54,1396,88.73
450,"Hyundai",35,"Petrol","Individual","Manual","First ",18.9,1197,82
550,"Hyundai",10,"Petrol","Individual","Manual","First ",18.9,1197,81.86
585,"Hyundai",80,"Petrol","Individual","Automatic","First ",17.4,1197,81.86
990,"Hyundai",15,"Petrol","Individual","Manual","First ",17,1591,121.3
695,"Hyundai",20,"Petrol","Individual","Automatic","First ",17.4,1197,81.86
300,"Hyundai",60,"Diesel","Individual","Manual","First ",24,1120,70
270,"Hyundai",125,"Diesel","Individual","Manual","First ",23,1396,90
1000,"Hyundai",50,"Diesel","Individual","Manual","First ",19.67,1582,126.2
500,"Hyundai",35,"Diesel","Individual","Manual","First ",25.4,1186,73.97
180,"Hyundai",65,"Petrol","Individual","Manual","First ",17.92,1086,62.1
650,"Hyundai",10,"Diesel","Individual","Manual","First ",22.54,1396,88.73
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
500,"Hyundai",5,"Petrol","Individual","Manual","First ",20.3,1086,68
1100,"Hyundai",40,"Diesel","Individual","Manual","First ",21.38,1396,88.7
550,"Hyundai",40,"Petrol","Individual","Manual","First ",17.19,1197,81.86
600,"Hyundai",40,"Petrol","Individual","Manual","First ",18.6,1197,81.83
575,"Hyundai",30,"Petrol","Individual","Manual","First ",20.3,1086,68
700,"Hyundai",30,"Petrol","Individual","Manual","First ",18.6,1197,81.83
655,"Hyundai",19.5,"Petrol","Individual","Manual","First ",18.6,1197,81.83
620,"Hyundai",38.426,"Petrol","Individual","Manual","First ",17.19,1197,81.86
610,"Hyundai",10,"Petrol","Individual","Manual","First ",18.9,1197,81.86
500,"Hyundai",25,"Petrol","Individual","Manual","First ",20.14,1197,81.86
320,"Hyundai",155,"Diesel","Individual","Manual","First ",23,1396,90
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
275,"Hyundai",80,"Petrol","Individual","Manual","First ",19.81,1086,68.05
750,"Hyundai",40,"Diesel","Individual","Manual","First ",22.54,1396,88.76
850,"Hyundai",54,"Diesel","Individual","Manual","First ",22.54,1396,88.73
290,"Hyundai",50,"Petrol","Individual","Manual","First ",21.1,814,55.2
450,"Hyundai",48,"Diesel","Individual","Manual","First ",25.4,1186,73.97
325,"Hyundai",70,"Petrol","Individual","Manual","First ",20.36,1197,78.9
350,"Hyundai",25,"Petrol","Individual","Manual","First ",21.1,814,55.2
488.999,"Hyundai",15,"Petrol","Individual","Manual","First ",18.9,1197,81.86
276,"Hyundai",60,"Petrol","Individual","Manual","First ",20.3,998,68.05
250,"Hyundai",40,"Petrol","Individual","Manual","First ",21.1,814,55.2
425,"Hyundai",30,"Petrol","Individual","Manual","First ",18.9,1197,82
900,"Hyundai",130,"Diesel","Individual","Manual","First ",21.38,1396,88.7
950,"Hyundai",133,"Diesel","Individual","Manual","First ",21.38,1396,88.7
530,"Hyundai",52,"Petrol","Individual","Manual","First ",17.19,1197,81.86
470,"Hyundai",70,"Petrol","Individual","Manual","First ",18.6,1197,81.83
470,"Hyundai",10,"Petrol","Individual","Manual","First ",18.9,1197,82
455,"Hyundai",50,"Diesel","Individual","Manual","First ",24,1186,73.97
220,"Hyundai",80,"Petrol","Individual","Manual","First ",17.92,1086,62.1
360,"Hyundai",120,"Diesel","Individual","Manual","First ",24.4,1120,71
500,"Hyundai",70,"Diesel","Individual","Manual","First ",22.32,1582,126.32
425,"Hyundai",60,"Diesel","Individual","Manual","First ",24,1120,70
450,"Hyundai",108,"Diesel","Individual","Manual","First ",22.32,1582,126.3
280,"Hyundai",65,"Petrol","Individual","Manual","First ",20.36,1197,78.9
811,"Hyundai",43,"Diesel","Individual","Manual","First ",22.54,1396,88.76
700,"Hyundai",25,"Petrol","Individual","Manual","First ",18.6,1197,81.86
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
350,"Hyundai",64,"Petrol","Individual","Manual","First ",20.36,1197,78.9
220,"Hyundai",70,"Petrol","Individual","Manual","First ",18.5,1197,80
350,"Hyundai",100,"Petrol","Individual","Manual","First ",18.9,1197,82
320,"Hyundai",15,"Petrol","Individual","Manual","First ",20.36,1197,78.9
335,"Hyundai",45,"Petrol","Individual","Manual","First ",18.5,1197,82.85
650,"Hyundai",15,"Petrol","Individual","Manual","First ",18.6,1197,81.83
140,"Hyundai",20,"Petrol","Individual","Manual","First ",21.1,814,55.2
550,"Hyundai",3,"Petrol","Individual","Manual","First ",20.14,1197,81.86
600,"Hyundai",65,"Diesel","Individual","Manual","First ",25.4,1186,73.97
420,"Hyundai",30,"Petrol","Individual","Manual","First ",20.3,1086,68
375,"Hyundai",100,"Diesel","Individual","Manual","First ",18.1,1493,110
990,"Hyundai",19.6,"Diesel","Individual","Manual","First ",22.1,1396,88.7
180,"Hyundai",70,"Petrol","Individual","Manual","First ",17.92,1086,62.1
455.999,"Hyundai",32,"Petrol","Individual","Manual","First ",18.9,1197,82
528,"Hyundai",5,"Petrol","Individual","Manual","First ",18.9,1197,81.86
480,"Hyundai",30,"Petrol","Individual","Manual","First ",19.1,1197,82
655,"Hyundai",20,"Petrol","Individual","Manual","First ",18.6,1197,81.83
655,"Hyundai",20,"Petrol","Individual","Manual","First ",18.6,1197,81.83
750,"Hyundai",40,"Diesel","Individual","Manual","First ",21.19,1396,88.73
254.999,"Hyundai",90,"Diesel","Individual","Manual","First ",23,1396,90
1380,"Hyundai",55,"Petrol","Individual","Automatic","First ",14.8,1591,121.3
650,"Hyundai",40,"Petrol","Individual","Manual","First ",17.43,1396,105.5
229.999,"Hyundai",80,"Petrol","Individual","Manual","First ",21.1,814,55.2
330,"Hyundai",90,"Diesel","Individual","Manual","First ",23,1396,90
590,"Hyundai",40,"Petrol","Individual","Manual","First ",18.6,1197,81.83
450,"Hyundai",53,"Diesel","Individual","Manual","First ",24,1120,70
500,"Hyundai",65,"Petrol","Individual","Manual","First ",19.1,1197,81.86
585,"Hyundai",72,"Diesel","Dealer","Manual","First ",22.54,1396,88.73
484.999,"Hyundai",70.1,"Diesel","Dealer","Manual","First ",22.54,1396,88.73
650,"Hyundai",64,"Diesel","Dealer","Automatic","First ",14.62,1498,113.42
1050,"Hyundai",77.15,"Diesel","Dealer","Automatic","First ",17.01,1582,126.2
600,"Hyundai",80,"Diesel","Individual","Manual","First ",23.9,1582,126.32
650,"Hyundai",30,"Petrol","Individual","Manual","First ",18.6,1197,81.83
620,"Hyundai",13,"Petrol","Individual","Manual","First ",17.19,1197,81.86
775,"Hyundai",2,"Petrol","Dealer","Manual","First ",20.7,1197,81.86
730,"Hyundai",31,"Petrol","Dealer","Automatic","First ",17.4,1197,81.86
540,"Hyundai",7,"Petrol","Dealer","Manual","First ",20.3,1086,68
850,"Hyundai",59.235,"Diesel","Dealer","Manual","First ",19.67,1582,126.2
360,"Hyundai",144,"Diesel","Individual","Manual","First ",21.9,1396,88.8
